age,resign,division,home_distance,education,employee_id,score_environment,major,gender,hourly_rate,score_contribution,job_rank,role,score_job_satisfication,marriage_status,monthly_income,companies_count,underage,over_time,salary_increment_percentage,rate_performance,score_work_relationahip,working_hours,time_total_working,last_year_training_time,score_work_life_balance,time_current_company,time_current_role,time_last_promotion,time_current_manager
53,Yes,Health and Technology,2,5,FT1411572,3,Technical Degree,Female,78,2,3,Manufacturing Director,4,Married,10169,0,No,No,16,3,2,40,34,4,3,33,7,1,9
38,Yes,Health and Technology,2,3,FT1311573,3,Computer Science,Male,81,3,2,Manufacturing Director,2,Married,4855,4,No,No,11,3,1,40,7,2,3,5,2,1,4
32,No,Health and Technology,1,4,FT1211574,4,Technical Degree,Male,62,3,2,Research Scientist,1,Married,4087,4,No,No,14,3,2,40,9,3,2,6,5,1,2
48,No,Health and Technology,15,4,FT1311576,3,Other,Female,65,3,1,Research Scientist,1,Married,2367,8,No,No,12,3,4,40,10,3,2,8,2,7,6
34,No,Health and Technology,7,4,FT1211577,1,Computer Science,Male,35,3,1,Research Scientist,4,Single,2972,1,No,No,13,3,3,40,1,4,1,1,0,0,0
55,No,Marketing,26,5,FT1411578,3,Marketing,Male,60,2,5,Manager,4,Married,19586,1,No,No,21,4,3,40,36,3,3,36,6,2,13
34,No,Health and Technology,1,4,FT1111580,2,Life Sciences,Male,45,3,2,Research Scientist,4,Married,5484,9,No,No,17,3,2,40,9,3,2,2,2,2,1
26,No,Health and Technology,3,3,FT1011581,1,Life Sciences,Female,89,3,1,Research Scientist,4,Married,2061,1,No,No,21,4,1,40,1,5,3,1,0,0,0
38,No,Marketing,14,3,FT1211582,3,Life Sciences,Male,80,3,2,Sales Executive,2,Married,9924,0,No,No,11,3,4,40,10,3,3,9,8,7,7
38,No,Marketing,16,3,FT1311583,2,Life Sciences,Female,90,3,2,Sales Executive,2,Single,4198,2,No,No,12,3,2,40,8,5,4,3,2,1,2
36,No,Marketing,1,4,FT1311585,2,Life Sciences,Female,73,3,2,Sales Executive,3,Single,6815,6,No,No,13,3,1,40,15,5,3,1,0,0,0
29,No,Health and Technology,3,1,FT1011586,2,Computer Science,Male,87,3,1,Laboratory Technician,1,Single,4723,1,No,Yes,18,3,4,40,10,3,3,10,9,1,5
35,No,Health and Technology,10,4,FT1211587,1,Computer Science,Female,51,3,2,Healthcare Representative,3,Single,6142,3,No,Yes,16,3,3,40,10,4,3,5,2,0,4
39,No,Marketing,6,3,FT1111588,4,Computer Science,Male,38,4,3,Sales Executive,3,Married,8237,2,No,No,11,3,1,40,11,3,3,7,6,7,6
29,No,Health and Technology,2,1,FT1011590,1,Life Sciences,Male,87,3,2,Healthcare Representative,4,Divorced,8853,1,No,No,19,3,4,40,6,0,4,6,4,1,3
50,No,Marketing,9,3,FT1311591,3,Marketing,Male,59,3,5,Manager,3,Married,19331,4,No,Yes,16,3,3,40,27,2,3,1,0,0,0
23,No,Health and Technology,10,3,FT1011592,4,Technical Degree,Male,45,4,1,Research Scientist,3,Married,2073,2,No,No,16,3,4,40,4,2,3,2,2,2,2
36,No,Health and Technology,6,4,FT1011594,1,Life Sciences,Male,80,4,2,Laboratory Technician,1,Married,5562,3,No,Yes,13,3,4,40,9,3,3,3,2,0,2
42,No,Health and Technology,9,2,FT1311595,4,Other,Male,93,2,5,Manager,4,Single,19613,8,No,No,22,4,4,40,24,2,3,1,0,0,1
35,No,Health and Technology,28,3,FT1011596,2,Life Sciences,Male,46,4,2,Laboratory Technician,3,Married,3407,1,No,No,17,3,4,40,10,3,2,10,9,6,8
34,No,Health and Technology,10,4,FT1011597,4,Technical Degree,Male,92,2,2,Healthcare Representative,3,Married,5063,1,No,No,14,3,2,40,8,3,2,8,2,7,7
40,No,Marketing,14,2,FT1111598,4,Life Sciences,Female,84,3,2,Sales Executive,1,Married,4639,1,No,No,15,3,3,40,5,2,3,5,4,1,2
43,No,Health and Technology,27,3,FT1011599,4,Technical Degree,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5,No,No,12,3,3,40,8,0,3,6,4,0,2
35,No,Health and Technology,7,2,FT1011601,3,Life Sciences,Male,63,2,1,Laboratory Technician,4,Married,2690,1,No,No,18,3,4,40,1,5,2,1,0,0,1
46,No,Marketing,1,4,FT1011602,4,Life Sciences,Male,56,4,4,Manager,1,Single,17567,1,No,No,15,3,2,40,27,5,1,26,0,0,12
28,Yes,Health and Technology,24,3,FT1211604,3,Computer Science,Male,51,3,1,Laboratory Technician,2,Married,2408,1,No,Yes,17,3,3,40,1,3,3,1,1,0,0
22,No,Health and Technology,26,2,FT1111605,2,Other,Female,85,2,1,Research Scientist,3,Married,2814,1,No,Yes,14,3,2,40,4,2,2,4,2,1,3
50,No,Health and Technology,20,5,FT1111606,2,Computer Science,Male,41,3,4,Healthcare Representative,3,Married,11245,2,No,Yes,15,3,3,40,32,3,3,30,8,12,13
32,No,Health and Technology,5,4,FT1011607,2,Other,Female,35,4,1,Research Scientist,4,Married,3312,3,No,No,17,3,4,40,6,3,3,3,2,0,2
44,No,Health and Technology,7,3,FT1211608,2,Computer Science,Female,31,3,5,Research Director,4,Divorced,19049,0,No,Yes,14,3,4,40,23,4,2,22,7,1,10
30,No,Health and Technology,7,3,FT1211609,2,Computer Science,Male,48,2,1,Research Scientist,2,Married,2141,1,No,No,12,3,2,40,6,3,2,6,4,1,1
45,No,Health and Technology,5,5,FT1011611,3,Computer Science,Female,50,1,2,Laboratory Technician,1,Single,5769,1,No,Yes,14,3,1,40,10,3,3,10,7,1,4
45,No,Marketing,26,3,FT1411612,1,Marketing,Male,52,2,2,Sales Executive,1,Married,4385,1,No,No,15,3,1,40,10,2,3,10,7,4,5
31,No,Marketing,2,4,FT1011613,4,Other,Male,54,3,2,Sales Executive,1,Single,5332,7,No,No,13,3,4,40,10,3,3,5,2,0,3
36,No,Health and Technology,12,4,FT1011614,3,Life Sciences,Female,76,3,2,Manufacturing Director,3,Married,4663,9,No,Yes,12,3,2,40,7,2,3,3,2,1,1
34,No,Health and Technology,10,4,FT1011615,3,Life Sciences,Male,42,4,2,Manufacturing Director,4,Divorced,4724,1,No,No,13,3,1,40,9,3,3,9,7,7,2
49,No,Health and Technology,25,4,FT1311617,3,Life Sciences,Female,84,3,1,Laboratory Technician,1,Married,3211,1,No,No,14,3,4,40,10,3,2,9,6,1,4
39,No,Health and Technology,10,5,FT1011618,2,Computer Science,Male,76,3,2,Manufacturing Director,1,Married,5377,2,No,No,13,3,4,40,10,3,3,7,7,7,7
27,No,Health and Technology,19,3,FT1011619,4,Other,Male,67,2,1,Laboratory Technician,1,Divorced,4066,1,No,No,11,3,1,40,7,3,3,7,7,0,7
35,No,Health and Technology,18,5,FT1011621,2,Life Sciences,Male,48,4,2,Research Scientist,1,Married,5208,1,No,No,11,3,4,40,16,2,3,16,15,1,10
28,No,Health and Technology,27,3,FT1011622,2,Computer Science,Female,39,1,2,Manufacturing Director,1,Divorced,4877,0,No,No,21,4,2,40,6,5,2,5,3,0,0
21,No,Health and Technology,5,1,FT1011623,3,Computer Science,Male,97,3,1,Research Scientist,4,Single,3117,1,No,No,18,3,3,40,3,2,3,2,2,2,2
18,Yes,Marketing,3,2,FT1111624,2,Computer Science,Female,70,3,1,Sales Representative,4,Single,1569,1,No,Yes,12,3,3,40,0,2,4,0,0,0,0
47,No,Human Resource,26,4,FT1411625,4,Life Sciences,Female,98,3,5,Manager,3,Married,19658,3,No,No,11,3,3,40,27,2,3,5,2,1,0
39,No,Health and Technology,3,2,FT1211627,3,Computer Science,Male,76,2,2,Laboratory Technician,3,Divorced,3069,0,No,No,15,3,4,40,11,3,3,10,8,0,7
40,No,Health and Technology,15,3,FT1211628,1,Life Sciences,Female,80,2,3,Manufacturing Director,3,Married,10435,1,No,No,13,3,4,40,18,2,3,18,15,14,12
35,No,Health and Technology,8,4,FT1211630,3,Life Sciences,Female,52,3,2,Healthcare Representative,3,Married,4148,1,No,No,12,3,4,40,15,5,3,14,11,2,9
37,No,Health and Technology,19,3,FT1111631,3,Life Sciences,Male,85,3,2,Manufacturing Director,3,Married,5768,3,No,No,17,3,1,40,9,2,2,4,3,0,2
39,No,Health and Technology,4,3,FT1311633,1,Computer Science,Female,81,3,2,Manufacturing Director,3,Single,5042,0,No,No,13,3,4,40,10,2,1,9,2,3,8
45,No,Health and Technology,2,2,FT1111635,4,Other,Female,59,2,2,Manufacturing Director,4,Divorced,5770,1,No,No,19,3,1,40,10,3,3,10,7,3,9
38,No,Health and Technology,2,2,FT1111638,4,Computer Science,Female,54,2,3,Manufacturing Director,3,Married,7756,3,No,Yes,19,3,4,40,10,6,4,5,4,0,2
35,Yes,Marketing,10,3,FT1111639,4,Computer Science,Male,55,2,3,Sales Executive,1,Married,10306,9,No,No,17,3,3,40,15,3,3,13,12,6,0
37,No,Health and Technology,10,3,FT1211640,2,Computer Science,Female,71,3,1,Research Scientist,2,Married,3936,1,No,No,11,3,1,40,8,2,1,8,4,7,7
40,No,Health and Technology,16,3,FT1011641,3,Life Sciences,Female,84,3,3,Manufacturing Director,4,Single,7945,6,No,Yes,15,3,4,40,18,2,2,4,2,3,3
44,No,Human Resource,1,5,FT1411642,1,Human Resources,Male,37,3,2,Human Resources,4,Married,5743,4,No,Yes,11,3,3,40,14,3,3,10,7,0,2
48,No,Health and Technology,4,5,FT1211644,3,Computer Science,Male,89,2,4,Manager,4,Married,15202,2,No,No,25,4,2,40,23,3,3,2,2,2,2
35,Yes,Marketing,15,2,FT1211645,1,Computer Science,Male,59,1,2,Sales Executive,4,Divorced,5440,6,No,Yes,14,3,4,40,7,2,2,2,2,2,2
24,No,Health and Technology,2,1,FT1111646,1,Technical Degree,Female,32,3,1,Research Scientist,4,Single,3760,1,No,Yes,13,3,3,40,6,2,3,6,3,1,3
27,No,Health and Technology,8,3,FT1111647,2,Computer Science,Female,86,4,1,Research Scientist,3,Married,3517,7,No,No,17,3,1,40,5,0,3,3,2,0,2
27,No,Health and Technology,2,3,FT1111648,4,Computer Science,Male,87,3,1,Research Scientist,4,Single,2580,2,No,No,13,3,3,40,6,0,2,4,2,1,2
40,Yes,Health and Technology,7,3,FT1111649,1,Life Sciences,Male,73,3,1,Laboratory Technician,1,Single,2166,3,No,Yes,14,3,2,40,10,3,1,4,2,0,3
29,No,Marketing,10,3,FT1011650,3,Computer Science,Male,42,2,2,Sales Executive,3,Single,5869,9,No,No,11,3,3,40,8,2,3,5,2,1,4
36,No,Health and Technology,5,4,FT1311651,2,Life Sciences,Female,42,3,3,Healthcare Representative,1,Married,8008,4,No,No,12,3,3,40,9,6,3,3,2,0,2
25,No,Health and Technology,2,1,FT1111653,4,Life Sciences,Male,77,4,2,Manufacturing Director,3,Divorced,5206,1,No,No,17,3,3,40,7,6,3,7,7,0,7
39,No,Health and Technology,12,3,FT1211654,4,Computer Science,Male,66,3,2,Manufacturing Director,2,Married,5295,4,No,No,21,4,3,40,7,3,3,5,4,1,0
49,No,Health and Technology,22,4,FT1311655,1,Other,Female,72,3,4,Research Director,2,Married,16413,3,No,No,16,3,2,40,27,2,3,4,2,1,2
50,No,Health and Technology,17,5,FT1211656,4,Life Sciences,Female,50,2,3,Research Director,1,Divorced,13269,5,No,No,15,3,3,40,19,3,3,14,11,1,11
20,No,Marketing,2,3,FT1011657,3,Computer Science,Female,31,3,1,Sales Representative,3,Single,2783,1,No,No,19,3,1,40,2,3,3,2,2,2,2
34,No,Health and Technology,3,3,FT1211658,4,Life Sciences,Female,66,3,2,Research Scientist,2,Divorced,5433,1,No,No,12,3,3,40,11,2,3,11,8,7,9
36,No,Health and Technology,7,3,FT1111659,1,Life Sciences,Male,77,3,1,Laboratory Technician,2,Single,2013,2,No,No,11,3,3,40,15,4,3,4,3,1,3
49,No,Health and Technology,6,1,FT1111661,3,Life Sciences,Female,41,2,4,Healthcare Representative,3,Married,13966,2,No,Yes,19,3,2,40,30,3,3,15,11,2,12
36,No,Health and Technology,1,4,FT1111662,4,Computer Science,Female,33,2,2,Manufacturing Director,3,Married,4374,0,No,No,15,3,3,40,4,6,3,3,2,1,2
36,No,Health and Technology,3,2,FT1211664,4,Life Sciences,Male,79,4,2,Healthcare Representative,1,Divorced,6842,6,No,No,20,4,1,40,13,3,3,5,4,0,4
54,No,Health and Technology,22,5,FT1311665,2,Computer Science,Female,91,3,4,Manager,3,Married,17426,3,No,No,25,4,3,40,36,6,3,10,8,4,7
43,No,Health and Technology,15,2,FT1411666,3,Life Sciences,Male,65,2,4,Research Director,3,Married,17603,1,No,No,24,4,1,40,14,3,3,14,10,6,11
35,Yes,Marketing,12,4,FT1111667,4,Other,Male,36,3,2,Sales Executive,4,Single,4581,3,No,Yes,24,4,1,40,13,2,4,11,9,6,7
38,No,Health and Technology,1,3,FT1311668,4,Life Sciences,Male,90,3,2,Research Scientist,4,Married,4735,7,No,No,15,3,4,40,19,4,4,13,11,2,9
29,No,Marketing,5,3,FT1111669,1,Computer Science,Male,43,2,2,Sales Executive,2,Divorced,4187,1,No,Yes,13,3,2,40,10,3,2,10,0,0,9
33,No,Marketing,2,4,FT1011670,4,Computer Science,Male,93,3,2,Sales Executive,4,Divorced,5505,1,No,No,14,3,3,40,6,5,3,6,2,0,4
32,No,Health and Technology,2,3,FT1111671,4,Computer Science,Male,45,3,2,Research Scientist,2,Divorced,5470,0,No,No,13,3,3,40,10,4,2,9,5,1,6
31,No,Marketing,5,4,FT1011673,1,Life Sciences,Female,67,3,2,Sales Executive,4,Married,5476,1,No,No,11,3,1,40,10,2,3,10,0,0,2
49,No,Health and Technology,16,3,FT1311674,4,Computer Science,Female,74,3,1,Laboratory Technician,1,Divorced,2587,4,No,Yes,16,3,2,40,17,2,2,2,2,2,2
38,No,Health and Technology,2,3,FT1211675,4,Computer Science,Female,42,2,1,Laboratory Technician,2,Single,2440,1,No,No,22,4,2,40,4,3,3,4,3,3,3
47,No,Marketing,2,4,FT1311676,2,Life Sciences,Female,47,4,4,Manager,2,Divorced,15972,6,No,No,14,3,3,40,29,2,3,3,2,1,2
49,No,Health and Technology,1,3,FT1311677,3,Life Sciences,Male,36,3,4,Manager,3,Single,15379,4,No,No,14,3,1,40,23,2,3,8,7,0,0
41,No,Marketing,23,2,FT1311678,4,Life Sciences,Male,80,3,3,Sales Executive,3,Single,7082,3,No,Yes,16,3,4,40,21,2,3,2,0,0,2
20,No,Marketing,9,1,FT1011680,4,Life Sciences,Male,54,3,1,Sales Representative,1,Single,2728,1,No,No,11,3,1,40,2,3,3,2,2,0,2
33,No,Marketing,16,3,FT1211681,3,Life Sciences,Female,36,3,2,Sales Executive,4,Divorced,5368,1,No,Yes,25,4,3,40,7,2,3,6,5,1,2
36,No,Health and Technology,26,4,FT1011682,1,Life Sciences,Male,80,3,2,Healthcare Representative,3,Married,5347,6,No,No,14,3,2,40,10,2,2,3,2,0,2
44,No,Human Resource,1,3,FT1211683,3,Life Sciences,Female,44,3,1,Human Resources,4,Divorced,3195,4,No,Yes,18,3,1,40,8,2,3,2,2,2,2
23,Yes,Health and Technology,8,1,FT1111684,4,Computer Science,Male,93,2,1,Laboratory Technician,3,Single,3989,1,No,Yes,11,3,1,40,5,2,3,5,4,1,2
38,No,Health and Technology,4,2,FT1111687,4,Computer Science,Female,87,3,1,Laboratory Technician,3,Married,3306,7,No,No,19,3,4,40,7,5,2,0,0,0,0
53,No,Health and Technology,24,4,FT1211689,2,Computer Science,Male,48,4,3,Healthcare Representative,4,Married,7005,3,No,No,15,3,3,40,11,2,3,4,3,1,2
48,Yes,Marketing,7,2,FT1211691,4,Computer Science,Female,95,3,1,Sales Representative,3,Married,2655,2,No,Yes,11,3,3,40,19,3,3,9,7,7,7
32,Yes,Health and Technology,2,4,FT1211692,4,Life Sciences,Male,95,3,1,Laboratory Technician,2,Single,1393,1,No,No,12,3,1,40,1,2,3,1,0,0,0
26,No,Health and Technology,7,3,FT1011693,4,Computer Science,Male,76,3,1,Laboratory Technician,4,Single,2570,1,No,No,20,4,3,40,7,5,3,7,7,5,7
55,No,Health and Technology,22,3,FT1311694,1,Technical Degree,Male,94,2,1,Research Scientist,2,Divorced,3537,5,No,No,12,3,4,40,8,1,3,4,2,1,2
34,No,Health and Technology,5,2,FT1111696,2,Computer Science,Male,57,2,2,Laboratory Technician,4,Married,3986,1,No,No,14,3,3,40,15,3,4,15,10,4,13
60,No,Health and Technology,1,4,FT1211697,3,Computer Science,Male,92,1,3,Healthcare Representative,4,Divorced,10883,3,No,No,20,4,3,40,19,2,4,1,0,0,0
33,No,Health and Technology,21,3,FT1111698,2,Computer Science,Male,79,4,1,Laboratory Technician,2,Married,2028,1,No,No,18,3,4,40,14,6,3,14,11,2,13
37,No,Marketing,1,4,FT1011700,3,Computer Science,Male,31,1,2,Sales Executive,4,Divorced,9525,1,No,No,14,3,3,40,6,2,2,6,3,1,3
34,No,Health and Technology,19,3,FT1111701,2,Life Sciences,Female,35,2,1,Research Scientist,4,Married,2929,1,No,No,12,3,2,40,10,3,3,10,9,8,7
23,Yes,Marketing,7,3,FT1211702,3,Life Sciences,Male,99,3,1,Sales Representative,4,Divorced,2275,1,No,Yes,21,4,2,40,3,2,3,3,2,0,2
44,No,Health and Technology,2,3,FT1411703,3,Life Sciences,Female,96,4,3,Healthcare Representative,4,Married,7879,1,No,Yes,19,3,2,40,9,2,3,8,7,6,7
35,No,Health and Technology,2,4,FT1211704,1,Computer Science,Male,79,2,1,Research Scientist,4,Single,4930,0,No,Yes,14,3,3,40,6,2,4,5,4,1,4
43,No,Marketing,2,3,FT1011706,4,Computer Science,Male,73,3,2,Sales Executive,4,Married,7847,1,No,Yes,17,3,1,40,10,3,3,10,9,8,8
24,No,Health and Technology,9,3,FT1011707,3,Computer Science,Male,62,4,1,Research Scientist,3,Married,4401,1,No,No,16,3,4,40,5,1,3,5,3,0,4
41,No,Marketing,6,3,FT1311708,4,Marketing,Male,35,3,3,Sales Executive,3,Single,9241,1,No,No,12,3,2,40,10,3,3,10,8,8,7
29,No,Health and Technology,9,4,FT1111709,4,Computer Science,Female,43,3,1,Laboratory Technician,3,Married,2974,9,No,No,17,3,3,40,9,2,3,5,3,1,2
36,No,Marketing,2,4,FT1111710,3,Life Sciences,Female,51,3,2,Sales Representative,4,Single,4502,3,No,No,15,3,3,40,17,2,2,13,7,6,7
45,No,Health and Technology,1,1,FT1311712,3,Life Sciences,Male,74,2,3,Healthcare Representative,3,Married,10748,3,No,No,23,4,4,40,25,3,2,23,15,14,4
24,Yes,Human Resource,22,1,FT1011714,4,Human Resources,Male,58,1,1,Human Resources,3,Married,1555,1,No,No,11,3,3,40,1,2,3,1,0,0,0
47,Yes,Marketing,9,3,FT1111716,3,Life Sciences,Male,82,1,4,Sales Executive,3,Married,12936,7,No,No,11,3,3,40,25,3,1,23,5,14,10
26,No,Health and Technology,17,4,FT1211718,4,Computer Science,Male,62,1,1,Laboratory Technician,3,Married,2305,1,No,No,15,3,3,40,3,3,4,3,2,0,2
45,No,Health and Technology,28,2,FT1111719,4,Technical Degree,Female,48,2,4,Research Director,2,Single,16704,1,No,No,11,3,3,40,21,2,3,21,6,8,6
32,No,Health and Technology,10,3,FT1211720,1,Life Sciences,Male,56,3,1,Research Scientist,3,Married,3433,6,No,No,13,3,1,40,10,3,2,5,2,1,3
31,No,Health and Technology,2,4,FT1111721,2,Life Sciences,Male,69,3,1,Laboratory Technician,3,Married,3477,1,No,No,14,3,4,40,6,2,4,5,2,0,3
41,No,Human Resource,4,3,FT1111722,3,Human Resources,Male,60,1,2,Human Resources,2,Married,6430,6,No,No,19,3,2,40,10,4,3,3,2,1,2
40,No,Health and Technology,8,2,FT1211724,2,Life Sciences,Female,92,3,2,Manufacturing Director,1,Married,6516,2,No,Yes,16,3,2,40,18,3,3,1,0,0,0
24,No,Health and Technology,29,1,FT1011725,2,Computer Science,Male,91,3,1,Laboratory Technician,1,Divorced,3907,1,No,No,13,3,2,40,6,2,4,6,2,1,2
46,No,Health and Technology,13,4,FT1211727,3,Life Sciences,Male,34,3,2,Healthcare Representative,2,Single,5562,6,No,No,14,3,4,40,19,3,3,10,7,0,9
35,No,Health and Technology,27,4,FT1311728,4,Life Sciences,Male,49,3,2,Manufacturing Director,3,Married,6883,2,No,No,16,3,2,40,17,3,3,7,7,0,7
30,No,Health and Technology,16,1,FT1011729,2,Life Sciences,Male,33,3,1,Research Scientist,4,Married,2862,1,No,No,12,3,2,40,10,2,2,10,0,0,8
47,No,Marketing,2,4,FT1011731,3,Marketing,Male,87,3,2,Sales Executive,2,Married,4978,7,No,No,11,3,4,40,4,3,1,1,0,0,0
46,No,Marketing,2,3,FT1011732,3,Life Sciences,Male,74,3,3,Sales Executive,4,Divorced,10368,4,No,Yes,12,3,2,40,13,5,2,10,6,0,3
36,Yes,Marketing,13,5,FT1011733,2,Marketing,Male,96,2,2,Sales Executive,1,Divorced,6134,5,No,Yes,13,3,2,40,16,3,3,2,2,2,2
32,Yes,Marketing,1,2,FT1111734,1,Life Sciences,Male,34,1,2,Sales Executive,2,Single,6735,6,No,No,15,3,2,40,10,2,3,0,0,0,0
23,No,Health and Technology,4,1,FT1211735,3,Computer Science,Female,51,3,1,Laboratory Technician,2,Single,3295,1,No,No,13,3,3,40,3,3,1,3,2,1,2
31,No,Health and Technology,24,1,FT1011736,4,Technical Degree,Female,30,3,2,Manufacturing Director,4,Single,5238,2,No,No,20,4,4,40,9,3,2,5,4,1,4
39,No,Health and Technology,1,3,FT1011737,4,Life Sciences,Male,77,3,2,Laboratory Technician,4,Married,6472,1,No,Yes,15,3,4,40,9,2,3,9,8,5,8
32,No,Marketing,19,3,FT1211739,4,Life Sciences,Male,80,1,3,Sales Executive,3,Married,9610,3,No,No,13,3,3,40,10,2,1,4,3,0,2
40,No,Marketing,7,4,FT1011740,2,Computer Science,Male,88,3,5,Manager,2,Single,19833,1,No,No,14,3,2,40,21,3,2,21,8,12,8
45,No,Human Resource,4,3,FT1011744,3,Life Sciences,Female,56,1,3,Human Resources,3,Married,9756,4,No,No,21,4,3,40,9,2,4,5,0,0,3
30,No,Health and Technology,2,4,FT1111745,4,Technical Degree,Female,78,2,1,Research Scientist,1,Single,4968,0,No,No,16,3,4,40,10,2,3,9,7,0,7
24,No,Human Resource,10,3,FT1111746,1,Computer Science,Male,59,3,1,Human Resources,4,Married,2145,0,No,No,14,3,4,40,3,2,3,2,2,2,1
30,Yes,Human Resource,8,3,FT1211747,3,Human Resources,Female,66,2,1,Human Resources,4,Divorced,2180,6,No,No,11,3,3,40,6,0,2,4,2,1,2
31,No,Marketing,5,3,FT1111749,1,Technical Degree,Male,51,3,2,Sales Executive,3,Married,8346,1,No,No,19,3,3,40,6,3,3,5,2,0,2
27,No,Health and Technology,8,3,FT1111751,3,Computer Science,Female,67,3,1,Research Scientist,4,Single,3445,1,No,No,11,3,3,40,6,5,2,6,2,1,4
29,Yes,Marketing,9,3,FT1111752,2,Marketing,Female,52,1,1,Sales Representative,2,Single,2760,1,No,No,13,3,3,40,2,3,3,2,2,2,2
29,No,Health and Technology,1,3,FT1111753,4,Life Sciences,Male,70,4,2,Healthcare Representative,3,Single,6294,8,No,Yes,12,3,4,40,10,5,4,3,2,0,2
30,No,Marketing,15,2,FT1011754,3,Marketing,Male,94,2,3,Sales Executive,1,Divorced,7140,2,No,No,11,3,1,40,12,2,3,7,7,1,7
34,No,Health and Technology,2,4,FT1111755,4,Computer Science,Male,97,4,1,Research Scientist,4,Married,2932,0,No,Yes,14,3,1,40,6,3,3,5,0,1,2
33,No,Marketing,2,3,FT1111756,4,Marketing,Female,62,3,2,Sales Executive,2,Single,5147,8,No,No,15,3,4,40,13,2,2,11,7,1,7
49,No,Marketing,11,4,FT1011757,4,Marketing,Female,80,3,2,Sales Executive,4,Single,4507,3,No,No,12,3,3,40,8,1,4,5,1,0,4
33,Yes,Marketing,16,3,FT1311758,1,Life Sciences,Female,74,3,3,Sales Executive,1,Single,8564,2,No,Yes,20,4,3,40,11,2,2,0,0,0,0
38,No,Health and Technology,2,2,FT1211760,3,Computer Science,Female,75,2,1,Laboratory Technician,2,Married,2468,4,No,No,14,3,2,40,9,4,2,6,1,0,5
31,Yes,Marketing,16,4,FT1111761,1,Marketing,Male,70,3,3,Sales Executive,3,Married,8161,2,No,No,13,3,1,40,10,2,3,1,0,0,0
29,No,Health and Technology,4,3,FT1111762,4,Technical Degree,Female,91,2,1,Research Scientist,1,Divorced,2109,1,No,No,13,3,3,40,1,2,3,1,0,0,0
30,No,Health and Technology,16,3,FT1011763,3,Life Sciences,Male,58,4,2,Healthcare Representative,3,Married,5294,3,No,No,16,3,3,40,10,3,3,7,0,1,7
32,No,Health and Technology,5,4,FT1111764,2,Technical Degree,Male,65,3,1,Research Scientist,2,Single,2718,2,No,No,14,3,2,40,12,3,3,7,7,0,7
38,No,Health and Technology,18,3,FT1211766,2,Computer Science,Male,60,1,2,Healthcare Representative,4,Married,5811,3,No,Yes,16,3,3,40,15,2,3,1,0,1,0
43,Yes,Health and Technology,17,3,FT1311767,3,Technical Degree,Male,38,2,1,Research Scientist,3,Married,2437,9,No,Yes,16,3,4,40,6,4,3,1,0,0,0
42,No,Health and Technology,12,3,FT1411768,2,Computer Science,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8,No,No,22,4,2,40,7,6,2,5,3,0,4
55,No,Health and Technology,2,3,FT1411770,3,Computer Science,Male,60,2,5,Research Director,1,Married,19038,8,No,No,12,3,2,40,34,2,3,1,0,0,0
33,No,Health and Technology,4,3,FT1011771,4,Technical Degree,Male,90,3,2,Research Scientist,2,Divorced,3055,5,No,No,15,3,4,40,11,2,2,9,8,1,7
41,No,Health and Technology,9,4,FT1311772,3,Life Sciences,Male,94,3,1,Laboratory Technician,1,Divorced,2289,1,No,No,20,4,2,40,5,2,3,5,3,0,4
34,No,Marketing,10,3,FT1211774,4,Life Sciences,Male,87,3,2,Sales Executive,3,Divorced,4001,1,No,Yes,14,3,3,40,15,3,3,15,14,0,7
53,No,Health and Technology,1,4,FT1211775,1,Computer Science,Female,60,2,4,Manufacturing Director,3,Married,12965,4,No,Yes,20,4,4,40,27,2,2,3,2,0,2
43,No,Human Resource,2,3,FT1011778,2,Life Sciences,Male,97,3,1,Human Resources,4,Single,3539,0,No,No,13,3,2,40,10,5,3,9,7,1,8
34,No,Marketing,3,2,FT1011779,4,Life Sciences,Female,32,1,2,Sales Executive,4,Single,6029,5,No,No,12,3,1,40,6,3,3,2,2,2,2
21,Yes,Marketing,7,1,FT1211780,2,Marketing,Male,31,3,1,Sales Representative,2,Single,2679,1,No,No,13,3,2,40,1,3,3,1,0,1,0
38,No,Health and Technology,6,2,FT1311782,4,Other,Female,40,2,1,Laboratory Technician,3,Married,3702,1,No,No,11,3,2,40,5,3,3,5,4,0,4
22,Yes,Health and Technology,8,1,FT1111783,3,Computer Science,Female,79,3,1,Laboratory Technician,1,Married,2398,1,No,Yes,17,3,3,40,1,6,3,1,0,0,0
31,No,Marketing,29,4,FT1311784,1,Marketing,Female,91,2,2,Sales Executive,4,Married,5468,1,No,No,14,3,1,40,13,3,3,12,7,5,7
51,No,Health and Technology,3,3,FT1211786,1,Technical Degree,Female,53,3,3,Manager,3,Married,13116,2,No,No,11,3,4,40,15,2,3,2,2,2,2
37,No,Marketing,9,2,FT1311787,2,Marketing,Male,46,2,2,Sales Executive,2,Married,4189,1,No,No,14,3,1,40,5,2,3,5,2,0,3
46,No,Health and Technology,2,4,FT1011789,3,Computer Science,Male,46,3,5,Research Director,4,Divorced,19328,7,No,Yes,17,3,3,40,24,3,3,2,1,2,2
36,No,Health and Technology,10,3,FT1011790,4,Life Sciences,Male,90,3,3,Healthcare Representative,1,Married,8321,7,No,Yes,13,3,4,40,15,1,3,12,8,5,7
